date,location,category,title,price_student,price_guest,price_per_100_g,icons,veg,allergens,co2_portion,co2_100g,kj_portion,kcal_portion,fat_portion,sfat_portion,carbs_portion,sugar_portion,protein_portion,salt_portion,kj_100g,kcal_100g,fat_100g,sfat_100g,carbs_100g,sugar_100g,protein_100g,salt_100g
"2023-02-17","MENSA STUTTGART-VAIHINGEN","HAUPTGERICHT","Backfisch mit Frankfurter Grüne Sauce und Salzkartoffeln","5.40","7.90","false","msc-zertifizierter fisch (msc-c-51632)","nonveg","Ei, La, Sf, GlW","1018.6","164.6","3472.0","829.0","41.2","8.1"," 66.8 ","6.4 ","44.0 ","2.0 ","560.9","134.0","6.7","1.3"," 10.8 ","1.0 ","7.1 ","0.3 "
"2023-02-17","MENSA STUTTGART-VAIHINGEN","AKTION","Burger Bar","1.10","1.60","true","rind/schwein,klimateller - ein gericht wird mit dem klimateller logo ausgezeichnet, wenn es mindestens 50% weniger co2 als ein vergleichbares, durchschnittliches gericht verursacht. ob ein gericht klimafreundlich ist, wird mit der klimateller app ermittelt. die im speiseplan angegebenen co2-werte werden durch das studierendenwerk stuttgart eigenständig berechnet.","nonveg","1, 2, 3, 5, 7, 8, Ei, La, Sf, Se, Sw, GlW, GlD, GlR, GlG, GlH","410.1","","6370.4","999.9","60.9","20.0"," 175.7 ","37.2 ","54.4 ","10.1 ","6370.4","999.9","60.9","20.0"," 175.7 ","37.2 ","54.4 ","10.1 "
"2023-02-17","MENSA STUTTGART-VAIHINGEN","AKTION","Wok im OG: Gemüsewok Limette Kokos mit Duftreis Hähnchenstreifen zum Wokgericht","1.10","1.60","true","geflügel","nonveg","CO2 pro Portion2578.5 gNährwerte pro PortionBrennwert: 3955.2 kj / 945.0 kcalFett: 32.1 g - davon ges. FS: 23.9 gKohlenhydrate: 119.6 g - davon Zucker: 30.7 gEiweiß: 40.7 gSalz: 5.5 g","2578.5","","3955.2","945.0","32.1","23.9"," 119.6 ","30.7 ","40.7 ","5.5 ","3955.2","945.0","32.1","23.9"," 119.6 ","30.7 ","40.7 ","5.5 "
"2023-02-17","MENSA STUTTGART-VAIHINGEN","AKTION","Wok im OG: Gemüsewok Limette Kokos mit Duftreis","1.10","1.60","true","vegan","vegan","CO2 pro Portion1826.5 gNährwerte pro PortionBrennwert: 3463.2 kj / 827.0 kcalFett: 30.2 g - davon ges. FS: 23.3 gKohlenhydrate: 118.2 g - davon Zucker: 30.1 gEiweiß: 17.7 gSalz: 4.0 g","1826.5","","3463.2","827.0","30.2","23.3"," 118.2 ","30.1 ","17.7 ","4.0 ","3463.2","827.0","30.2","23.3"," 118.2 ","30.1 ","17.7 ","4.0 "
"2023-02-17","MENSA STUTTGART-VAIHINGEN","AKTION","Flammkuchen Elsässer Art","4.95","7.45","false","schwein,klimateller - ein gericht wird mit dem klimateller logo ausgezeichnet, wenn es mindestens 50% weniger co2 als ein vergleichbares, durchschnittliches gericht verursacht. ob ein gericht klimafreundlich ist, wird mit der klimateller app ermittelt. die im speiseplan angegebenen co2-werte werden durch das studierendenwerk stuttgart eigenständig berechnet.","nonveg","1, 3, La, GlW","","","3222.2","770.0","39.0","19.2"," 81.1 ","3.0 ","23.7 ","4.7 ","1074.1","257.0","13.0","6.4"," 27.0 ","1.0 ","7.9 ","1.6 "
"2023-02-17","MENSA STUTTGART-VAIHINGEN","BEILAGE","Karotten-Erbsen-Gemüse","0.99","1.39","false","vegan","vegan","Sl","54.3","57.8","285.4","68.0","2.1","1.0"," 7.6 ","4.8 ","2.9 ","0.4 ","303.7","73.0","2.2","1.1"," 8.0 ","5.1 ","3.1 ","0.4 "
"2023-02-17","MENSA STUTTGART-VAIHINGEN","BEILAGE","Pommes frites","1.19","1.59","false","vegan","vegan","CO2 pro Portion1292.4 gNährwerte pro PortionBrennwert: 1961.2 kj / 468.0 kcalFett: 28.3 g - davon ges. FS: 6.4 gKohlenhydrate: 46.2 g - davon Zucker: 1.1 gEiweiß: 5.5 gSalz: 1.1 g
CO2 pro 100 g587.5 gNährwerte pro 100 gBrennwert: 891.5 kj / 213.0 kcalFett: 12.9 g - davon ges. FS: 2.9 gKohlenhydrate: 21.0 g - davon Zucker: 0.5 gEiweiß: 2.5 gSalz: 0.5 g","1292.4","587.5","1961.2","468.0","28.3","6.4"," 46.2 ","1.1 ","5.5 ","1.1 ","891.5","213.0","12.9","2.9"," 21.0 ","0.5 ","2.5 ","0.5 "
"2023-02-17","MENSA STUTTGART-VAIHINGEN","BEILAGE","Spirelli","0.99","1.39","false","vegan","vegan","GlW","96.1","45.7","1513.3","361.0","5.5","2.4"," 64.8 ","3.2 ","10.8 ","5.1 ","720.6","172.0","2.6","1.2"," 30.9 ","1.5 ","5.1 ","2.4 "
"2023-02-17","MENSA STUTTGART-VAIHINGEN","BEILAGE","Kartoffelsalat","1.19","1.59","false","vegan","vegan","3, Sl, Sf, Sw","83.9","33.5","1111.5","265.0","11.5","1.0"," 33.6 ","2.2 ","4.9 ","0.7 ","444.6","106.0","4.6","0.4"," 13.5 ","0.9 ","1.9 ","0.3 "
"2023-02-17","MENSA STUTTGART-VAIHINGEN","SALAT","Beilagensalat","0.99","1.39","false","vegan","vegan","CO2 pro Portion14.9 gNährwerte pro PortionBrennwert: 41.5 kj / 10.0 kcalFett: 0.1 g - davon ges. FS: 0.0 gKohlenhydrate: 1.1 g - davon Zucker: 0.9 gEiweiß: 0.8 gSalz: 0.1 g
CO2 pro 100 g29.8 gNährwerte pro 100 gBrennwert: 83.0 kj / 20.0 kcalFett: 0.2 g - davon ges. FS: 0.1 gKohlenhydrate: 2.2 g - davon Zucker: 1.8 gEiweiß: 1.6 gSalz: 0.1 g","14.9","29.8","41.5","10.0","0.1","0.0"," 1.1 ","0.9 ","0.8 ","0.1 ","83.0","20.0","0.2","0.1"," 2.2 ","1.8 ","1.6 ","0.1 "
"2023-02-17","MENSA STUTTGART-VAIHINGEN","DESSERT","Berliner mit Fruchtfüllung","0.66","0.66","false","vegetarisch","vegetarian","Ei, La, GlW","","","1284.0","307.0","12.8","5.4"," 41.6 ","13.6 ","5.2 ","0.6 ","1605.0","383.0","16.0","6.8"," 52.0 ","17.0 ","6.5 ","0.7 "
"2023-02-17","MENSA STUTTGART-VAIHINGEN","DESSERT","Nuss-Nougat-Pudding","1.19","1.59","false","vegetarisch","vegetarian","La, NuH","372.0","186.0","1014.0","242.0","7.2","4.4"," 38.0 ","30.0 ","5.8 ","0.5 ","507.0","121.0","3.6","2.2"," 19.0 ","15.0 ","2.9 ","0.2 "
"2023-02-17","MENSA STUTTGART-VAIHINGEN","DESSERT","Veganer Pudding mit Vanille-Geschmack und Himbeersauce","1.19","1.59","false","vegan","vegan","So","165.8","66.3","680.9","163.0","4.3","0.8"," 22.3 ","20.6 ","7.4 ","0.3 ","272.4","65.0","1.7","0.3"," 8.9 ","8.2 ","3.0 ","0.1 "
"2023-02-17","MENSA STUTTGART-VAIHINGEN","BUFFET","Salatbuffet","1.10","1.60","true","vegetarisch","vegetarian","2, 3, 5, 8, 10, Ei, La, Sl, Sf, Se, Sw, GlW","2961.4","88.7","9999.9","999.9","242.8","37.4"," 379.1 ","187.5 ","76.5 ","36.4 ","526.3","126.0","7.4","1.1"," 11.8 ","5.9 ","2.2 ","1.1 "
"2023-02-20","MENSA STUTTGART-VAIHINGEN","VORSPEISE","Kerbelcremsuppe","0.99","1.39","false","vegetarisch","vegetarian","La, Sl, GlW","239.5","95.8","630.8","151.0","11.1","6.5"," 9.3 ","3.5 ","3.3 ","1.1 ","252.3","60.0","4.5","2.6"," 3.7 ","1.4 ","1.3 ","0.4 "
"2023-02-20","MENSA STUTTGART-VAIHINGEN","VEGANER RENNER","Broccoli Kichererbsen Pfanne und Duftreis","2.99","5.49","false","vegan,veganer renner,klimateller - ein gericht wird mit dem klimateller logo ausgezeichnet, wenn es mindestens 50% weniger co2 als ein vergleichbares, durchschnittliches gericht verursacht. ob ein gericht klimafreundlich ist, wird mit der klimateller app ermittelt. die im speiseplan angegebenen co2-werte werden durch das studierendenwerk stuttgart eigenständig berechnet.","vegan","2, 5, So, Sl, Sw, GlW","613.3","98.8","2787.7","666.0","9.5","0.9"," 107.0 ","14.1 ","25.8 ","4.5 ","448.9","107.0","1.5","0.2"," 17.2 ","2.3 ","4.2 ","0.7 "
"2023-02-20","MENSA STUTTGART-VAIHINGEN","HAUPTGERICHT","Spirelli all` amatricana","3.30","5.80","false","schwein,klimateller - ein gericht wird mit dem klimateller logo ausgezeichnet, wenn es mindestens 50% weniger co2 als ein vergleichbares, durchschnittliches gericht verursacht. ob ein gericht klimafreundlich ist, wird mit der klimateller app ermittelt. die im speiseplan angegebenen co2-werte werden durch das studierendenwerk stuttgart eigenständig berechnet.","nonveg","1, 3, Sl, GlW","731.5","146.3","3257.0","778.0","28.8","16.7"," 95.8 ","10.5 ","30.4 ","6.9 ","651.4","156.0","5.8","3.3"," 19.2 ","2.1 ","6.1 ","1.4 "
"2023-02-20","MENSA STUTTGART-VAIHINGEN","HAUPTGERICHT","Gebratene Putenbrust an Sauce Robert mit Weißwein und Kräuternudeln","5.40","7.90","false","geflügel","nonveg","8, 11, La, Sf, Sw, GlW","1472.6","310.0","3322.4","794.0","35.1","7.0"," 62.0 ","3.3 ","54.0 ","8.4 ","699.4","167.0","7.4","1.5"," 13.1 ","0.7 ","11.4 ","1.8 "
"2023-02-20","MENSA STUTTGART-VAIHINGEN","AKTION","Burger Bar","1.10","1.60","true","rind/schwein,klimateller - ein gericht wird mit dem klimateller logo ausgezeichnet, wenn es mindestens 50% weniger co2 als ein vergleichbares, durchschnittliches gericht verursacht. ob ein gericht klimafreundlich ist, wird mit der klimateller app ermittelt. die im speiseplan angegebenen co2-werte werden durch das studierendenwerk stuttgart eigenständig berechnet.","nonveg","1, 2, 3, 5, 7, 8, Ei, La, Sf, Se, Sw, GlW, GlD, GlR, GlG, GlH","410.1","","6370.4","999.9","60.9","20.0"," 175.7 ","37.2 ","54.4 ","10.1 ","6370.4","999.9","60.9","20.0"," 175.7 ","37.2 ","54.4 ","10.1 "
"2023-02-20","MENSA STUTTGART-VAIHINGEN","AKTION","Wok im OG: Gemüsewok Rotes Thai Curry mit Mienudeln Würziges Rinderhackfleisch zum Wokgericht","1.10","1.60","true","rind","nonveg","So, GlW","2831.7","","4104.3","980.0","40.4","27.5"," 100.0 ","32.4 ","47.0 ","10.9 ","4104.3","980.0","40.4","27.5"," 100.0 ","32.4 ","47.0 ","10.9 "
"2023-02-20","MENSA STUTTGART-VAIHINGEN","AKTION","Wok im OG: Gemüsewok Rotes Thai Curry mit Mienudeln","1.10","1.60","true","vegan","vegan","GlW","1436.5","","3131.0","748.0","29.1","22.9"," 99.2 ","32.1 ","17.7 ","7.1 ","3131.0","748.0","29.1","22.9"," 99.2 ","32.1 ","17.7 ","7.1 "
"2023-02-20","MENSA STUTTGART-VAIHINGEN","AKTION","Flammkuchen Elsässer Art","4.95","7.45","false","schwein,klimateller - ein gericht wird mit dem klimateller logo ausgezeichnet, wenn es mindestens 50% weniger co2 als ein vergleichbares, durchschnittliches gericht verursacht. ob ein gericht klimafreundlich ist, wird mit der klimateller app ermittelt. die im speiseplan angegebenen co2-werte werden durch das studierendenwerk stuttgart eigenständig berechnet.","nonveg","1, 3, La, GlW","","","3222.2","770.0","39.0","19.2"," 81.1 ","3.0 ","23.7 ","4.7 ","1074.1","257.0","13.0","6.4"," 27.0 ","1.0 ","7.9 ","1.6 "
"2023-02-20","MENSA STUTTGART-VAIHINGEN","BEILAGE","Buntes Gemüse","0.99","1.39","false","vegan","vegan","CO2 pro Portion130.5 gNährwerte pro PortionBrennwert: 703.0 kj / 168.0 kcalFett: 5.1 g - davon ges. FS: 2.3 gKohlenhydrate: 21.3 g - davon Zucker: 9.3 gEiweiß: 6.3 gSalz: 0.9 g
CO2 pro 100 g65.3 gNährwerte pro 100 gBrennwert: 351.5 kj / 84.0 kcalFett: 2.5 g - davon ges. FS: 1.1 gKohlenhydrate: 10.6 g - davon Zucker: 4.6 gEiweiß: 3.2 gSalz: 0.5 g","130.5","65.3","703.0","168.0","5.1","2.3"," 21.3 ","9.3 ","6.3 ","0.9 ","351.5","84.0","2.5","1.1"," 10.6 ","4.6 ","3.2 ","0.5 "
"2023-02-20","MENSA STUTTGART-VAIHINGEN","BEILAGE","Pommes frites","1.19","1.59","false","vegan","vegan","CO2 pro Portion1292.4 gNährwerte pro PortionBrennwert: 1961.2 kj / 468.0 kcalFett: 28.3 g - davon ges. FS: 6.4 gKohlenhydrate: 46.2 g - davon Zucker: 1.1 gEiweiß: 5.5 gSalz: 1.1 g
CO2 pro 100 g587.5 gNährwerte pro 100 gBrennwert: 891.5 kj / 213.0 kcalFett: 12.9 g - davon ges. FS: 2.9 gKohlenhydrate: 21.0 g - davon Zucker: 0.5 gEiweiß: 2.5 gSalz: 0.5 g","1292.4","587.5","1961.2","468.0","28.3","6.4"," 46.2 ","1.1 ","5.5 ","1.1 ","891.5","213.0","12.9","2.9"," 21.0 ","0.5 ","2.5 ","0.5 "
"2023-02-20","MENSA STUTTGART-VAIHINGEN","BEILAGE","Duftreis","0.99","1.39","false","vegan","vegan","CO2 pro Portion307.5 gNährwerte pro PortionBrennwert: 1211.2 kj / 289.0 kcalFett: 1.6 g - davon ges. FS: 0.2 gKohlenhydrate: 61.5 g - davon Zucker: 0.1 gEiweiß: 5.8 gSalz: 0.5 g
CO2 pro 100 g127.6 gNährwerte pro 100 gBrennwert: 502.6 kj / 120.0 kcalFett: 0.7 g - davon ges. FS: 0.1 gKohlenhydrate: 25.5 g - davon Zucker: 0.0 gEiweiß: 2.4 gSalz: 0.2 g","307.5","127.6","1211.2","289.0","1.6","0.2"," 61.5 ","0.1 ","5.8 ","0.5 ","502.6","120.0","0.7","0.1"," 25.5 ","0.0 ","2.4 ","0.2 "
"2023-02-20","MENSA STUTTGART-VAIHINGEN","SALAT","Beilagensalat","0.99","1.39","false","vegan","vegan","CO2 pro Portion14.9 gNährwerte pro PortionBrennwert: 41.5 kj / 10.0 kcalFett: 0.1 g - davon ges. FS: 0.0 gKohlenhydrate: 1.1 g - davon Zucker: 0.9 gEiweiß: 0.8 gSalz: 0.1 g
CO2 pro 100 g29.8 gNährwerte pro 100 gBrennwert: 83.0 kj / 20.0 kcalFett: 0.2 g - davon ges. FS: 0.1 gKohlenhydrate: 2.2 g - davon Zucker: 1.8 gEiweiß: 1.6 gSalz: 0.1 g","14.9","29.8","41.5","10.0","0.1","0.0"," 1.1 ","0.9 ","0.8 ","0.1 ","83.0","20.0","0.2","0.1"," 2.2 ","1.8 ","1.6 ","0.1 "
"2023-02-20","MENSA STUTTGART-VAIHINGEN","DESSERT","Berliner mit Fruchtfüllung","0.66","0.66","false","vegetarisch","vegetarian","Ei, La, GlW","","","1284.0","307.0","12.8","5.4"," 41.6 ","13.6 ","5.2 ","0.6 ","1605.0","383.0","16.0","6.8"," 52.0 ","17.0 ","6.5 ","0.7 "
"2023-02-20","MENSA STUTTGART-VAIHINGEN","DESSERT","Sahneschokopudding","1.19","1.59","false","vegetarisch","vegetarian","La","546.4","237.6","1446.9","346.0","17.9","12.4"," 39.1 ","27.6 ","6.3 ","0.4 ","629.1","150.0","7.8","5.4"," 17.0 ","12.0 ","2.8 ","0.2 "
"2023-02-20","MENSA STUTTGART-VAIHINGEN","DESSERT","Früchtequark","1.19","1.59","false","vegetarisch","vegetarian","3, La","655.0","278.7","816.1","195.0","2.0","0.9"," 30.9 ","27.5 ","11.7 ","0.3 ","347.3","83.0","0.8","0.4"," 13.1 ","11.7 ","5.0 ","0.1 "
"2023-02-20","MENSA STUTTGART-VAIHINGEN","BUFFET","Salatbuffet","1.10","1.60","true","vegetarisch","vegetarian","2, 3, 5, 8, 10, Ei, La, Sl, Sf, Se, Sw, GlW","2961.4","88.7","9999.9","999.9","242.8","37.4"," 379.1 ","187.5 ","76.5 ","36.4 ","526.3","126.0","7.4","1.1"," 11.8 ","5.9 ","2.2 ","1.1 "
"2023-02-21","MENSA STUTTGART-VAIHINGEN","VORSPEISE","Erbsecremsuppe","0.99","1.39","false","vegetarisch","vegetarian","La, Sl","264.3","105.7","737.8","176.0","11.7","7.0"," 11.1 ","4.3 ","5.0 ","1.1 ","295.1","70.0","4.7","2.8"," 4.4 ","1.7 ","2.0 ","0.5 "
"2023-02-21","MENSA STUTTGART-VAIHINGEN","VEGANER RENNER","Zartweizen-Pfanne","2.99","5.49","false","vegan,veganer renner,klimateller - ein gericht wird mit dem klimateller logo ausgezeichnet, wenn es mindestens 50% weniger co2 als ein vergleichbares, durchschnittliches gericht verursacht. ob ein gericht klimafreundlich ist, wird mit der klimateller app ermittelt. die im speiseplan angegebenen co2-werte werden durch das studierendenwerk stuttgart eigenständig berechnet.","vegan","10, GlW","202.4","58.0","1856.1","443.0","16.4","2.7"," 58.1 ","6.9 ","11.4 ","7.9 ","531.8","127.0","4.7","0.8"," 16.7 ","2.0 ","3.3 ","2.3 "
"2023-02-21","MENSA STUTTGART-VAIHINGEN","HAUPTGERICHT","Bandnudeln mit Austernpilzen und Frischkäse-Basilikum-Häubchen","4.50","7.00","false","vegetarisch,klimateller - ein gericht wird mit dem klimateller logo ausgezeichnet, wenn es mindestens 50% weniger co2 als ein vergleichbares, durchschnittliches gericht verursacht. ob ein gericht klimafreundlich ist, wird mit der klimateller app ermittelt. die im speiseplan angegebenen co2-werte werden durch das studierendenwerk stuttgart eigenständig berechnet.","vegetarian","La, GlW","551.8","141.5","2957.8","706.0","31.2","13.7"," 81.0 ","6.8 ","20.3 ","5.3 ","758.4","181.0","8.0","3.5"," 20.8 ","1.8 ","5.2 ","1.4 "
"2023-02-21","MENSA STUTTGART-VAIHINGEN","HAUPTGERICHT","Paniertes Schollenfilet mit dänischer Remoulade und Bratkartoffeln","5.40","7.90","false","msc-zertifizierter fisch (msc-c-51632)","nonveg","2, 8, Ei, Fi, La, Sf, GlW","889.3","133.1","4308.0","999.9","68.9","6.1"," 63.0 ","13.2 ","36.2 ","3.5 ","644.9","154.0","10.3","0.9"," 9.4 ","2.0 ","5.4 ","0.5 "
"2023-02-21","MENSA STUTTGART-VAIHINGEN","AKTION","Burger Bar","1.10","1.60","true","rind/schwein,klimateller - ein gericht wird mit dem klimateller logo ausgezeichnet, wenn es mindestens 50% weniger co2 als ein vergleichbares, durchschnittliches gericht verursacht. ob ein gericht klimafreundlich ist, wird mit der klimateller app ermittelt. die im speiseplan angegebenen co2-werte werden durch das studierendenwerk stuttgart eigenständig berechnet.","nonveg","1, 2, 3, 5, 7, 8, Ei, La, Sf, Se, Sw, GlW, GlD, GlR, GlG, GlH","410.1","","6370.4","999.9","60.9","20.0"," 175.7 ","37.2 ","54.4 ","10.1 ","6370.4","999.9","60.9","20.0"," 175.7 ","37.2 ","54.4 ","10.1 "
"2023-02-21","MENSA STUTTGART-VAIHINGEN","AKTION","Wok im OG: Gemüsewok Rotes Thai Curry mit Mienudeln Würziges Rinderhackfleisch zum Wokgericht","1.10","1.60","true","rind","nonveg","So, GlW","2831.7","","4104.3","980.0","40.4","27.5"," 100.0 ","32.4 ","47.0 ","10.9 ","4104.3","980.0","40.4","27.5"," 100.0 ","32.4 ","47.0 ","10.9 "
"2023-02-21","MENSA STUTTGART-VAIHINGEN","AKTION","Wok im OG: Gemüsewok Rotes Thai Curry mit Mienudeln","1.10","1.60","true","vegan","vegan","GlW","1436.5","","3131.0","748.0","29.1","22.9"," 99.2 ","32.1 ","17.7 ","7.1 ","3131.0","748.0","29.1","22.9"," 99.2 ","32.1 ","17.7 ","7.1 "
"2023-02-21","MENSA STUTTGART-VAIHINGEN","AKTION","Flammkuchen Elsässer Art","4.95","7.45","false","schwein,klimateller - ein gericht wird mit dem klimateller logo ausgezeichnet, wenn es mindestens 50% weniger co2 als ein vergleichbares, durchschnittliches gericht verursacht. ob ein gericht klimafreundlich ist, wird mit der klimateller app ermittelt. die im speiseplan angegebenen co2-werte werden durch das studierendenwerk stuttgart eigenständig berechnet.","nonveg","1, 3, La, GlW","","","3222.2","770.0","39.0","19.2"," 81.1 ","3.0 ","23.7 ","4.7 ","1074.1","257.0","13.0","6.4"," 27.0 ","1.0 ","7.9 ","1.6 "
"2023-02-21","MENSA STUTTGART-VAIHINGEN","BEILAGE","Kaisergemüse","0.99","1.39","false","vegan","vegan","Sl","28.1","14.1","237.6","57.0","0.2","0.0"," 7.5 ","6.9 ","3.4 ","0.6 ","118.8","28.0","0.1","0.0"," 3.7 ","3.5 ","1.7 ","0.3 "
"2023-02-21","MENSA STUTTGART-VAIHINGEN","BEILAGE","Pommes frites","1.19","1.59","false","vegan","vegan","CO2 pro Portion1292.4 gNährwerte pro PortionBrennwert: 1961.2 kj / 468.0 kcalFett: 28.3 g - davon ges. FS: 6.4 gKohlenhydrate: 46.2 g - davon Zucker: 1.1 gEiweiß: 5.5 gSalz: 1.1 g
CO2 pro 100 g587.5 gNährwerte pro 100 gBrennwert: 891.5 kj / 213.0 kcalFett: 12.9 g - davon ges. FS: 2.9 gKohlenhydrate: 21.0 g - davon Zucker: 0.5 gEiweiß: 2.5 gSalz: 0.5 g","1292.4","587.5","1961.2","468.0","28.3","6.4"," 46.2 ","1.1 ","5.5 ","1.1 ","891.5","213.0","12.9","2.9"," 21.0 ","0.5 ","2.5 ","0.5 "
"2023-02-21","MENSA STUTTGART-VAIHINGEN","BEILAGE","Bratkartoffeln","1.19","1.59","false","vegan","vegan","CO2 pro Portion81.5 gNährwerte pro PortionBrennwert: 1061.9 kj / 254.0 kcalFett: 9.5 g - davon ges. FS: 0.8 gKohlenhydrate: 35.4 g - davon Zucker: 2.3 gEiweiß: 4.9 gSalz: 0.5 g
CO2 pro 100 g32.0 gNährwerte pro 100 gBrennwert: 416.4 kj / 99.0 kcalFett: 3.7 g - davon ges. FS: 0.3 gKohlenhydrate: 13.9 g - davon Zucker: 0.9 gEiweiß: 1.9 gSalz: 0.2 g","81.5","32.0","1061.9","254.0","9.5","0.8"," 35.4 ","2.3 ","4.9 ","0.5 ","416.4","99.0","3.7","0.3"," 13.9 ","0.9 ","1.9 ","0.2 "
"2023-02-21","MENSA STUTTGART-VAIHINGEN","SALAT","Beilagensalat","0.99","1.39","false","vegan","vegan","CO2 pro Portion14.9 gNährwerte pro PortionBrennwert: 41.5 kj / 10.0 kcalFett: 0.1 g - davon ges. FS: 0.0 gKohlenhydrate: 1.1 g - davon Zucker: 0.9 gEiweiß: 0.8 gSalz: 0.1 g
CO2 pro 100 g29.8 gNährwerte pro 100 gBrennwert: 83.0 kj / 20.0 kcalFett: 0.2 g - davon ges. FS: 0.1 gKohlenhydrate: 2.2 g - davon Zucker: 1.8 gEiweiß: 1.6 gSalz: 0.1 g","14.9","29.8","41.5","10.0","0.1","0.0"," 1.1 ","0.9 ","0.8 ","0.1 ","83.0","20.0","0.2","0.1"," 2.2 ","1.8 ","1.6 ","0.1 "
"2023-02-21","MENSA STUTTGART-VAIHINGEN","DESSERT","Berliner mit Fruchtfüllung","0.66","0.66","false","vegetarisch","vegetarian","Ei, La, GlW","","","1284.0","307.0","12.8","5.4"," 41.6 ","13.6 ","5.2 ","0.6 ","1605.0","383.0","16.0","6.8"," 52.0 ","17.0 ","6.5 ","0.7 "
"2023-02-21","MENSA STUTTGART-VAIHINGEN","DESSERT","Aprikosenjoghurt","0.99","1.39","false","vegetarisch","vegetarian","La","349.2","194.0","684.0","163.0","5.4","3.4"," 21.1 ","20.3 ","6.5 ","0.3 ","380.0","91.0","3.0","1.9"," 11.7 ","11.3 ","3.6 ","0.2 "
"2023-02-21","MENSA STUTTGART-VAIHINGEN","DESSERT","Früchtemüsli","1.19","1.59","false","vegetarisch","vegetarian","3, La, GlG, GlH, NuM, NuH","649.8","345.7","1061.3","253.0","6.6","2.1"," 35.7 ","19.2 ","11.1 ","0.2 ","564.5","135.0","3.5","1.1"," 19.0 ","10.2 ","5.9 ","0.1 "
"2023-02-21","MENSA STUTTGART-VAIHINGEN","BUFFET","Salatbuffet","1.10","1.60","true","vegetarisch","vegetarian","2, 3, 5, 8, 10, Ei, La, Sl, Sf, Se, Sw, GlW","2961.4","88.7","9999.9","999.9","242.8","37.4"," 379.1 ","187.5 ","76.5 ","36.4 ","526.3","126.0","7.4","1.1"," 11.8 ","5.9 ","2.2 ","1.1 "
"2023-02-22","MENSA STUTTGART-VAIHINGEN","VORSPEISE","Kräuter-Pilzsuppe","0.99","1.39","false","vegetarisch","vegetarian","3, La, Sl, GlW","173.7","69.5","247.9","59.0","3.3","2.0"," 4.5 ","0.8 ","3.0 ","0.6 ","99.2","24.0","1.3","0.8"," 1.8 ","0.3 ","1.2 ","0.2 "
"2023-02-22","MENSA STUTTGART-VAIHINGEN","VEGANER RENNER","Veganes Gyros mit veganem Tzatziki, Paprikareis und Weißkrautsalat","2.99","5.49","false","vegan,veganer renner","vegan","3, So, Sl, Sf, Sw","794.0","106.3","6142.8","999.9","103.3","11.2"," 87.4 ","18.1 ","39.6 ","6.7 ","822.3","196.0","13.8","1.5"," 11.7 ","2.4 ","5.3 ","0.9 "
"2023-02-22","MENSA STUTTGART-VAIHINGEN","HAUPTGERICHT","Schupfnudelnpfanne mit Zucchini, Paprika und Chilidip","3.80","6.30","false","vegan,klimateller - ein gericht wird mit dem klimateller logo ausgezeichnet, wenn es mindestens 50% weniger co2 als ein vergleichbares, durchschnittliches gericht verursacht. ob ein gericht klimafreundlich ist, wird mit der klimateller app ermittelt. die im speiseplan angegebenen co2-werte werden durch das studierendenwerk stuttgart eigenständig berechnet.","vegan","8, GlW, GlH","282.4","68.9","2009.4","480.0","9.8","1.0"," 79.3 ","18.7 ","11.9 ","3.7 ","490.1","117.0","2.4","0.3"," 19.3 ","4.6 ","2.9 ","0.9 "
"2023-02-22","MENSA STUTTGART-VAIHINGEN","HAUPTGERICHT","Hähnchenbrustfilet Piccata Milanese mit Tomaten-Spaghetti","4.90","7.40","false","geflügel","nonveg","La, Sl, GlW","1134.7","240.4","3140.4","750.0","22.6","3.8"," 94.7 ","11.8 ","38.0 ","3.9 ","665.3","159.0","4.8","0.8"," 20.1 ","2.5 ","8.1 ","0.8 "
"2023-02-22","MENSA STUTTGART-VAIHINGEN","AKTION","Burger Bar","1.10","1.60","true","rind/schwein,klimateller - ein gericht wird mit dem klimateller logo ausgezeichnet, wenn es mindestens 50% weniger co2 als ein vergleichbares, durchschnittliches gericht verursacht. ob ein gericht klimafreundlich ist, wird mit der klimateller app ermittelt. die im speiseplan angegebenen co2-werte werden durch das studierendenwerk stuttgart eigenständig berechnet.","nonveg","1, 2, 3, 5, 7, 8, Ei, La, Sf, Se, Sw, GlW, GlD, GlR, GlG, GlH","410.1","","6370.4","999.9","60.9","20.0"," 175.7 ","37.2 ","54.4 ","10.1 ","6370.4","999.9","60.9","20.0"," 175.7 ","37.2 ","54.4 ","10.1 "
"2023-02-22","MENSA STUTTGART-VAIHINGEN","AKTION","Wok im OG: Gemüsewok Rotes Thai Curry mit Mienudeln Würziges Rinderhackfleisch zum Wokgericht","1.10","1.60","true","rind","nonveg","So, GlW","2831.7","","4104.3","980.0","40.4","27.5"," 100.0 ","32.4 ","47.0 ","10.9 ","4104.3","980.0","40.4","27.5"," 100.0 ","32.4 ","47.0 ","10.9 "
"2023-02-22","MENSA STUTTGART-VAIHINGEN","AKTION","Wok im OG: Gemüsewok Rotes Thai Curry mit Mienudeln","1.10","1.60","true","vegan","vegan","GlW","1436.5","","3131.0","748.0","29.1","22.9"," 99.2 ","32.1 ","17.7 ","7.1 ","3131.0","748.0","29.1","22.9"," 99.2 ","32.1 ","17.7 ","7.1 "
